z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.9776504821309396,0.1169720777715921,0.0043544640505259,0,1,0,100.0,34.61538461538461
0.9221096064125628,0.0915289987118539,0.0101727537652574,0,1,0,100.0,34.61538461538461
0.903188643904484,0.0550298393570022,0.0148089044123471,0,1,0,100.0,34.61538461538461
0.9310896676229798,0.0721632936513503,0.0085910060444753,0,1,0,100.0,34.61538461538461
0.9230105336545004,0.0814982138834718,0.0055647919684411,0,1,0,100.0,34.61538461538461
0.911792769675034,0.0901660258369406,0.4518954653874334,0,1,0,100.0,34.61538461538461
0.2437032073729283,0.3959594264322006,0.0247301928704345,1,2,6,100.0,34.61538461538461
0.2314529052851831,0.3877270119357573,0.0064305980742607,1,2,7,100.0,34.61538461538461
0.2729368594262911,0.3494628711734971,0.0176797896631026,1,2,8,100.0,34.61538461538461
0.2544809743190886,0.3855152487131201,0.0238647894104706,1,2,9,100.0,34.61538461538461
0.2897654592770464,0.3159451276954048,0.0117809852748376,1,2,8,100.0,34.61538461538461
0.2557752632883274,0.3429701047315499,0.1935511267030557,1,2,8,100.0,34.61538461538461
0.5630020738936015,0.9940224785381934,0.0234388369736147,2,0,0,100.0,34.61538461538461
0.5691591285796108,0.0257852342204892,0.0051980495743521,2,0,0,100.0,34.61538461538461
0.494415695233115,0.0384227951124189,0.0389700752709068,2,0,0,100.0,34.61538461538461
0.543942281584955,0.0599832004753422,0.0051135444999077,2,0,0,100.0,34.61538461538461
0.4556276747616949,0.9926379905367264,0.1314272973350536,2,0,0,100.0,34.61538461538461
0.5204921525361121,0.0202095164823402,1.0,2,0,0,100.0,34.61538461538461
