z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.4172160255872655,0.8427931029467611,0.0040264451051971,0,0,0,100.0,100.0
0.3865997901165551,0.7937431430481254,0.182592987643408,0,0,0,100.0,100.0
0.4330674230976103,0.8578388392997331,0.0066354674834284,0,0,0,100.0,100.0
0.4247190127999335,0.7935185222710543,0.0083431936698072,0,0,0,100.0,100.0
0.4250929568440312,0.8243909630865075,0.0035201553291585,0,0,0,100.0,100.0
0.3833416845172449,0.8320553608383823,0.0557118196473534,0,0,0,100.0,100.0
0.3773185332871139,0.8207122259161977,0.0024598307073084,0,0,0,100.0,100.0
0.3762374641126202,0.8192000679186657,0.0024679371130778,0,0,0,100.0,100.0
0.3993949139933365,0.8505953896706417,0.0022220742955191,0,0,0,100.0,100.0
0.3900379514692443,0.8246857414369625,1.0,0,0,0,100.0,100.0
0.028531074571174,0.5158598479290898,0.6202028092832745,1,1,10,100.0,100.0
0.0430315231842177,0.5558523960410844,0.0028306872615889,1,1,10,100.0,100.0
0.0512781644247311,0.5937629910216287,0.0028874386885729,1,1,10,100.0,100.0
0.0332497254574021,0.5692736318428439,0.005025159826737,1,1,10,100.0,100.0
0.0656363939350405,0.6080401678963077,0.0024176098256563,1,1,10,100.0,100.0
0.0585793775814126,0.6344718596293724,0.0118440889717707,1,1,10,100.0,100.0
-0.0214175786736958,0.5978191339839725,0.0161575427767117,1,1,10,100.0,100.0
0.0261355042815883,0.6185895673403631,0.0090460602646557,1,1,10,100.0,100.0
0.0187102464871122,0.5618099440249232,0.0319846559192209,1,1,10,100.0,100.0
0.0232358090798321,0.5912073395743898,0.9855456660729672,1,1,10,100.0,100.0
