z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.4968665049463386,0.2147168612016932,0.0141472806876248,0,1,0,100.0,100.0
0.5117868132939046,0.3046279377240017,0.0299506862682842,0,1,0,100.0,100.0
0.532370827888942,0.2370489545816892,0.2583428207825839,0,1,0,100.0,100.0
0.4622559239111138,0.2752343392722854,0.2230811661261295,0,1,0,100.0,100.0
0.4596239847959881,0.3301877041462991,0.012953035997328,0,1,0,100.0,100.0
0.4856035564775241,0.2663622400769855,0.0317303424268073,0,1,0,100.0,100.0
0.5042383885732805,0.2360700112168416,0.0380683128961154,0,1,0,100.0,100.0
0.479976444210395,0.2856765862984112,0.0206576441945248,0,1,0,100.0,100.0
0.5079344558181951,0.276172852770995,0.0253296916753586,0,1,0,100.0,100.0
0.5051069261587062,0.2528897612894052,1.0,0,1,0,100.0,100.0
0.6685147256162838,0.934189084232692,0.1411981079934384,1,0,10,100.0,100.0
0.576607975076271,0.9146604088360076,0.046687581157999,1,0,10,100.0,100.0
0.6870199827388699,0.9622864955988816,0.0110761892928597,1,0,10,100.0,100.0
0.6083421608420817,0.8917331887063732,0.0156513757052389,1,0,10,100.0,100.0
0.6160340637288555,0.9749654955549358,0.08333490247063,1,0,10,100.0,100.0
0.6791573034974847,0.9233422948893504,0.019252564417108,1,0,10,100.0,100.0
0.606199804569822,0.9668915988018733,0.1028380823086873,1,0,10,100.0,100.0
0.6487379867420595,0.8885678416812294,0.0906904686960711,1,0,10,100.0,100.0
0.5801524889733392,0.8986502925670167,0.0950924194953012,1,0,10,100.0,100.0
0.6161146196267687,0.9318544424434102,0.3148307864418686,1,0,10,100.0,100.0
