z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.8378853282545499,0.5265574707208658,0.0057508212062755,0,0,0,81.56424581005587,29.880478087649404
0.9032335486020058,0.5284382817281311,0.0012649655222357,0,0,0,81.56424581005587,29.880478087649404
0.869908246846445,0.555572594727416,0.0855686611388365,0,0,0,81.56424581005587,29.880478087649404
0.3963985287045468,0.1320832125349599,0.0372882656993024,1,2,3,81.56424581005587,29.880478087649404
0.4076366724328121,0.1032728887959446,0.0045463954906476,1,2,4,81.56424581005587,29.880478087649404
0.406259007940738,0.1142831492579062,0.0380327465536573,1,2,4,81.56424581005587,29.880478087649404
0.3094198842489944,0.2146788606740304,0.0048472525651218,2,3,3,81.56424581005587,29.880478087649404
0.3084859811826105,0.2107123108359818,0.2483871290189329,2,3,3,81.56424581005587,29.880478087649404
0.568772818313913,0.4825015664290955,0.001514093304725,3,3,0,81.56424581005587,29.880478087649404
0.5049722632262429,0.4003694795649655,0.167749770921138,3,4,9,81.56424581005587,29.880478087649404
0.9289973233307272,0.70209977303341,0.0238083423678038,4,1,0,81.56424581005587,29.880478087649404
0.9257312696316126,0.7030849070398412,1.0,4,1,0,81.56424581005587,29.880478087649404
