z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.0093580475131239,0.4887195423215664,0.0247278074063356,0,2,0,100.0,100.0
0.0313003944590871,0.5239746168861512,0.0801001582449386,0,2,0,100.0,100.0
0.0955596836696865,0.5558791525314652,0.4683978705743609,0,2,0,100.0,100.0
0.096621711857559,0.5755147008780356,0.0325027300920453,0,2,0,100.0,100.0
0.0527080067326691,0.5559978704075286,0.0539311781030684,0,2,0,100.0,100.0
0.0842084480365872,0.5391414162320016,0.5590634509610575,0,2,0,100.0,100.0
0.6291373760479947,0.9829987026704816,0.0687924314522882,1,1,6,100.0,100.0
0.5799511542048301,0.0073914649472501,0.1474315909988718,1,1,6,100.0,100.0
0.6349946913824951,0.9612570036729404,0.2147618077430167,1,1,6,100.0,100.0
0.6590472339695539,0.9026419517880162,0.029176580749897,1,1,6,100.0,100.0
0.6310990317879255,0.97717031339321,0.0232666842650014,1,1,6,100.0,100.0
0.6320907140526623,0.9733734190688108,1.0,1,1,6,100.0,100.0
0.3369562964935922,0.4085188861447009,0.0978673884151129,2,0,12,100.0,100.0
0.3547659777773491,0.3808409902337892,0.035932947908657,2,0,12,100.0,100.0
0.326839315701274,0.4293209602610984,0.4289781733216257,2,0,12,100.0,100.0
0.310259602300734,0.4243659860461707,0.1239479791693719,2,0,12,100.0,100.0
0.3437399230358174,0.4576617593570083,0.034670489494574,2,0,12,100.0,100.0
0.3353426414294527,0.4256383828963073,0.5488814540525137,2,0,12,100.0,100.0
