z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.7307375037160256,0.3162389950280704,0.0132371968222227,0,2,0,100.0,78.32512315270937
0.7141053995965085,0.3161560196263326,0.0335197881964805,0,2,0,100.0,78.32512315270937
0.7198308726062883,0.3048960581985335,0.4450815203270332,0,2,0,100.0,78.32512315270937
0.2006457875078538,0.1729921746694315,0.0117219436705604,1,0,3,100.0,78.32512315270937
0.1817744466795024,0.1688010688036563,0.0123434196696724,1,0,3,100.0,78.32512315270937
0.2171578737134346,0.1622029046177256,0.1231184522825847,1,0,3,100.0,78.32512315270937
0.6426887016059744,0.7510046632655616,0.0073561332167096,2,3,6,100.0,78.32512315270937
0.6663348205392083,0.7388870052356461,0.3725525207933799,2,3,6,100.0,78.32512315270937
0.8302280754725098,0.7645693454127466,0.0075872536437961,3,4,6,100.0,78.32512315270937
0.8354447357524968,0.7850471407026604,1.0,3,4,6,100.0,78.32512315270937
0.9658981849239848,0.508886042188364,0.0501774040684786,4,1,10,100.0,78.32512315270937
0.9415241740129212,0.50409291954962,0.0956294698655248,4,1,10,100.0,78.32512315270937
