z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.7419329220834208,0.4844064267610884,0.0159410994537911,0,0,0,100.0,0.0
0.8815370253184245,0.4698400841395828,0.0027950220262344,0,0,0,100.0,0.0
0.7913917129928444,0.4993701641027463,0.0041536840260371,0,0,0,100.0,0.0
0.7346346415692321,0.518320095029112,0.0019390335140021,0,0,0,100.0,0.0
0.7078555632109651,0.5097901246259716,0.0041414930864424,0,0,0,100.0,0.0
0.7801674852328067,0.4838179408888186,0.0318034169161199,0,0,0,100.0,0.0
1.0363234400631816,0.1026304878946307,0.0034188763802589,1,1,0,100.0,0.0
0.9786517769068298,0.0804807557165619,0.0032304723296851,1,1,0,100.0,0.0
0.931926372628978,0.0337659130954891,0.0092742074450208,1,1,0,100.0,0.0
0.9205239122331088,0.1259403786577586,0.0265033662696187,1,1,0,100.0,0.0
0.9711310728841868,0.140317785805974,0.0105881376786114,1,1,0,100.0,0.0
0.9595535088370774,0.1086977858088429,0.0514431887975049,1,1,0,100.0,0.0
0.4870498521519028,0.710765090002597,0.025334202500545,2,2,0,100.0,0.0
0.4901429855040738,0.6859823147964511,0.0063190665546456,2,2,0,100.0,0.0
0.4423658429444019,0.7523406320458192,0.011700652797577,2,2,0,100.0,0.0
0.5154683725768645,0.7357299592604554,0.0067632030532598,2,2,0,100.0,0.0
0.4248477770350842,0.7875936308452637,0.0014489951860593,2,2,0,100.0,0.0
0.5265491793226749,0.7416181235922931,1.0,2,2,0,100.0,0.0
