z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.1589244148037925,0.6335513622340029,0.0093191776684968,0,4,0,76.47058823529412,56.65024630541872
0.0963504092899402,0.6560247516917694,0.0179976438548986,0,4,0,76.47058823529412,56.65024630541872
0.1156786147645397,0.6242783548162023,0.0579126174950499,0,4,0,76.47058823529412,56.65024630541872
0.7228806488201253,0.5792951675562894,0.004649408668834,1,3,3,76.47058823529412,56.65024630541872
0.7532961734501915,0.5203166005957479,0.0021725214895623,1,3,3,76.47058823529412,56.65024630541872
0.688416735581628,0.5502620501567386,0.8764647580483487,1,3,3,76.47058823529412,56.65024630541872
0.2048716682085077,0.6019591844614346,0.0021248343195619,2,4,0,76.47058823529412,56.65024630541872
0.1643081330493975,0.5664034601338038,1.0,2,1,0,76.47058823529412,56.65024630541872
0.4922329348413771,0.2288438410414449,0.0038075381718855,3,0,8,76.47058823529412,56.65024630541872
0.4939617935660914,0.2141314429057302,0.0516784924840329,3,0,9,76.47058823529412,56.65024630541872
0.6983013012626841,0.0877752294501447,0.0033732229235634,4,2,10,76.47058823529412,56.65024630541872
0.6862314069568954,0.0274937329289164,0.0311061584364099,4,2,11,76.47058823529412,56.65024630541872
