z,theta,momentum,truegroup,qagroup,ktgroup,qascore,ktscore
0.3268374326253905,0.451730801850554,0.1343298338215634,0,2,0,100.0,52.589641434262944
0.3420763034175693,0.3906898506094177,0.1111864930244743,0,2,1,100.0,52.589641434262944
0.3577931780919167,0.2914251002695937,0.1463903986366801,0,2,1,100.0,52.589641434262944
0.3641755430998241,0.3660936348717359,0.0446613833687075,0,2,1,100.0,52.589641434262944
0.4550871675396526,0.4051960442897904,0.300459450380441,0,2,1,100.0,52.589641434262944
0.3830716641460664,0.3685492037108819,0.3235512972000761,0,2,1,100.0,52.589641434262944
0.3848982302593574,0.0200001413906827,0.0638036555881937,1,0,1,100.0,52.589641434262944
0.3318802048387345,0.0776312958343559,0.033021196733512,1,0,1,100.0,52.589641434262944
0.3036931278715615,0.1419652419111403,0.0382750748425011,1,0,1,100.0,52.589641434262944
0.3307433183196222,0.0054669339625139,0.0143717089548074,1,0,1,100.0,52.589641434262944
0.3069766233936077,0.131452706286927,0.0467571384468858,1,0,1,100.0,52.589641434262944
0.3304848668817968,0.0689093901951296,1.0,1,0,1,100.0,52.589641434262944
0.8093373723242975,0.2145299898230981,0.0180061796409732,2,1,12,100.0,52.589641434262944
0.7512320460428537,0.2251135627874034,0.0121951072916382,2,1,12,100.0,52.589641434262944
0.8424272644940354,0.1756877653431906,0.0525917347274746,2,1,12,100.0,52.589641434262944
0.7432572889490683,0.2448053347281271,0.2428572359988348,2,1,12,100.0,52.589641434262944
0.8555856158609482,0.21773221537215,0.0661509443173465,2,1,12,100.0,52.589641434262944
0.8266422453160401,0.2017691419667449,0.7950122622894242,2,1,12,100.0,52.589641434262944
